0.016134 0.002561 0.020574
0.016085 0.000137 0.020372
0.016025 0.000133 0.02015
0.015884 0.000131 0.020907
0.016065 0.000134 0.020338
0.016115 0.000133 0.020291
0.017135 0.000146 0.020454
0.015992 0.000135 0.020738
0.017905 0.000138 0.022634
0.016433 0.000133 0.020085
0.016116 0.000128 0.02014
0.016334 0.000141 0.020601
0.01605 0.000134 0.020369
0.016083 0.000132 0.020253
0.01619 0.000142 0.02034
0.016089 0.000147 0.020262
0.016034 0.000144 0.020329
0.015926 0.000133 0.020063
0.016017 0.000132 0.020174
0.015934 0.000138 0.020826
0.01615 0.000132 0.020308
0.016166 0.000135 0.020379
0.016057 0.000135 0.020329
0.016141 0.000142 0.020358
0.01609 0.000143 0.020494
0.015873 0.000133 0.020048
0.016206 0.000136 0.020254
0.015964 0.000136 0.021658
0.016145 0.000136 0.02008
0.015915 0.000131 0.020094
0.015917 0.000131 0.020053
0.016336 0.000139 0.020078
0.01592 0.000143 0.020101
0.015893 0.000134 0.020063
0.015923 0.00013 0.020042
0.015978 0.000132 0.020269
0.01649 0.00014 0.02003
0.015935 0.000141 0.020066
0.015907 0.000132 0.02008
0.015898 0.000132 0.020215
0.015955 0.00013 0.020055
0.015938 0.000135 0.020085
0.015914 0.000141 0.020145
0.016401 0.000138 0.02249
0.017956 0.000139 0.022537
0.016962 0.000142 0.020065
0.015883 0.000137 0.020048
0.01591 0.000131 0.020365
0.015864 0.000133 0.020064
0.01599 0.000132 0.020055
0.016039 0.000142 0.020093
0.01598 0.000138 0.020116
0.015984 0.000136 0.020151
0.015894 0.000133 0.020107
0.015936 0.000131 0.020066
0.01589 0.000141 0.020113
0.015969 0.000139 0.020041
0.015984 0.000138 0.020039
0.015926 0.000133 0.020099
0.015903 0.000132 0.020046
0.016045 0.000136 0.020186
0.01619 0.000142 0.020023
0.015873 0.000138 0.020006
0.015871 0.000135 0.020066
0.015842 0.000137 0.020087
0.015957 0.000141 0.020035
0.015918 0.000143 0.019994
0.015973 0.000141 0.020041
0.016164 0.000151 0.020108
0.015839 0.00014 0.02005
0.015845 0.000134 0.01997
0.015884 0.00014 0.019979
0.015872 0.000134 0.020042
0.015853 0.000137 0.020076
0.015859 0.000138 0.019997
0.016062 0.000142 0.020292
0.015936 0.000142 0.020094
0.015914 0.000137 0.020049
0.015842 0.000136 0.020048
0.015997 0.00014 0.019993
0.015861 0.000135 0.020009
0.015907 0.000146 0.020026
0.015997 0.000141 0.020016
0.015844 0.000144 0.021128
0.015885 0.000138 0.019999
0.015848 0.000135 0.020101
0.015885 0.00014 0.019994
0.01586 0.000177 0.023635
0.01645 0.000152 0.020154
0.01593 0.00014 0.020049
0.015887 0.000138 0.020007
0.016962 0.000143 0.02008
0.015873 0.000142 0.019996
0.015856 0.000137 0.025921
0.024109 0.000143 0.02003
0.015831 0.000135 0.020019
0.015861 0.000139 0.020054
0.015869 0.000136 0.020018
0.015887 0.000144 0.020009
0.01596 0.000136 0.020077
0.015992 0.000134 0.020065
0.016089 0.000146 0.020196
0.015887 0.000155 0.020042
0.015923 0.000136 0.020045
0.015856 0.000135 0.020037
0.015881 0.000138 0.022214
