0 -987.501
1 -1017.4
2 -1094.92
3 -950.686
4 -981.188
5 -1012.81
6 -1012.78
7 -1032.46
8 -1059.64
9 -861.113
10 -991.737
11 -1036.44
12 -982.827
13 -1002.94
14 -1054.47
15 -946.584
16 -976.609
17 -1033.83
18 -1000.8
19 -985.761
20 -1001.91
21 -1016.29
22 -975.804
23 -1005.69
24 -957.307
25 -987.881
26 -975.511
27 -1035.42
28 -933.186
29 -1020.34
30 -979.926
31 -1058.09
32 -935.528
33 -994.119
34 -887.301
35 -1093.12
36 -1007.76
37 -1013.82
38 -980.466
39 -1037.08
40 -996.454
41 -1002.97
42 -1024.83
43 -929.199
44 -930.924
45 -1038.73
46 -976.35
47 -920
48 -1082.64
49 -1025.36
50 -995.011
51 -1011.36
52 -963.626
53 -950.152
54 -1005.19
55 -1042.66
56 -1036.45
57 -987.35
58 -975.2
59 -946.594
60 -1004.24
61 -993.168
62 -906.969
63 -998.031
64 -980.273
65 -1022.78
66 -1030.95
67 -1003.55
68 -1005.45
69 -997.26
70 -1052.93
71 -1052.81
72 -1044.04
73 -984.96
74 -949.903
75 -1003.66
76 -1006.81
77 -1090.6
78 -994.028
79 -919.071
80 -1091.62
81 -1045.31
82 -998.236
83 -1071.76
84 -1071.8
85 -969.2
86 -1004.72
87 -1027.9
88 -928.375
89 -999.224
90 -1026.73
91 -1077.16
92 -883.88
93 -1021.93
94 -1101.56
95 -873.511
96 -963.96
97 -1043.02
98 -997.025
99 -1001.5
