0 67.2296
1 80.473
2 -2.89762
3 219.334
4 201.647
5 145.008
6 129.267
7 42.8743
8 231.015
9 207.566
10 114.66
11 137.147
12 128.994
13 5.5152
14 73.4823
15 295.643
16 96.5508
17 64.8402
18 89.8133
19 31.5002
20 176.543
21 141.152
22 54.3153
23 115.981
24 150.863
25 70.3689
26 -11.6919
27 2.87241
28 24.3724
29 2.55567
30 36.8143
31 34.6486
32 -6.69279
33 4.30721
34 -109.172
35 -139.424
36 -18.0286
37 -13.5741
38 -9.44405
39 4.34567
40 -2.61711
41 26.9654
42 20.4218
43 14.8309
44 -61.4611
45 -155.925
46 -131.673
47 -173.06
48 -126.199
49 24.168
50 -21.6924
51 -82.7098
52 -146.509
53 -248.756
54 -55.3737
55 0.0399126
56 -153.351
57 -76.4668
58 -48.5587
59 -121.806
60 -164.771
61 -205.353
62 -234.029
63 -256.269
64 -239.476
65 -218.9
66 -270.878
67 -234.141
68 -247.6
69 -279.097
70 -129.891
71 -42.1331
72 -27.3268
73 -143.632
74 -84.3764
75 -159.526
76 -237.67
77 -27.2792
78 17.8641
79 -76.3224
80 -67.8536
81 14.8588
82 -22.6403
83 7.42912
84 133.216
85 146.535
86 207.43
87 192.584
88 145.357
89 68.8766
90 63.2221
91 254.972
92 92.7024
93 97.262
94 174.253
95 50.1247
96 105.435
97 62.0332
98 96.4043
99 87.5628
