0 689.67
5 24541.1
10 80179.1
15 162111
20 262251
25 370718
30 476818
35 570096
40 641375
45 683654
50 692806
55 667975
60 611667
65 529494
70 429619
75 321953
80 217171
85 125663
90 56504.2
95 16565.6
100 9834.74
105 37019.7
110 95488.5
115 179530
120 280919
125 389726
130 495279
135 587243
140 656632
145 696663
150 703433
155 676325
160 618053
165 534435
170 433676
175 325719
180 221388
185 131182
190 64311.9
195 27621.8
200 24932
205 56611.7
210 119569
215 207555
220 311835
225 422171
230 527639
235 618053
240 684742
245 721299
250 724359
255 693866
260 633083
265 548207
270 447775
275 341823
280 240977
285 155313
290 93445.2
295 61686.7
300 63400.1
305 98676.2
310 164332
315 254227
320 359869
325 471218
330 577758
335 669527
340 737986
345 776738
350 782288
355 754457
360 695920
365 612299
370 512115
375 405544
380 303591
385 216733
390 153944
395 121786
400 123723
405 159703
410 226297
415 316916
420 422682
425 533425
430 638350
435 727394
440 792145
445 826932
450 828958
455 798187
460 738033
465 654938
470 557580
475 456208
480 361564
485 283771
490 231288
495 210058
500 222942
505 269563
510 346251
515 446438
520 561284
525 680603
530 793450
535 889839
540 961322
545 1.00156e+06
550 1.00729e+06
555 978504
560 918433
565 832887
570 730146
575 620537
580 515298
585 424927
590 358511
595 322982
600 321640
605 354376
610 417820
615 505605
620 609094
625 718193
630 822578
635 912391
640 979410
645 1.0182e+06
650 1.02632e+06
655 1.0031e+06
660 951553
665 878342
670 791971
675 702346
680 620033
685 554935
690 515358
695 507241
700 533537
705 593745
710 683587
715 795678
720 920415
725 1.04585e+06
730 1.16004e+06
735 1.25285e+06
740 1.3165e+06
745 1.34519e+06
750 1.3367e+06
755 1.29203e+06
760 1.21472e+06
765 1.1129e+06
770 996722
775 878425
780 770300
785 683263
790 625227
795 600934
800 612394
805 658299
810 734431
815 833594
820 946233
825 1.06163e+06
830 1.16931e+06
835 1.25981e+06
840 1.32438e+06
845 1.35696e+06
850 1.35585e+06
855 1.3228e+06
860 1.26231e+06
865 1.18254e+06
870 1.09338e+06
875 1.00492e+06
880 926957
885 869330
890 839449
895 842789
900 880945
905 951025
910 1.04667e+06
915 1.16043e+06
920 1.28364e+06
925 1.40735e+06
930 1.52213e+06
935 1.61702e+06
940 1.68328e+06
945 1.71498e+06
950 1.7097e+06
955 1.66845e+06
960 1.59368e+06
965 1.49279e+06
970 1.37566e+06
975 1.255e+06
980 1.14433e+06
985 1.05654e+06
990 1.00196e+06
995 987917
